id,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,lat,long,category_price,type_le,laundry_options_le,parking_options_le,state_le
7036486538,1010,2,2.0,1,1,1,0,0,0,24.5993,-81.6717,0,0,4,0,9
7046110997,1400,2,1.0,0,0,0,0,0,0,24.6,-81.6544,0,6,3,5,9
7044956767,1400,3,2.0,1,1,0,0,0,1,24.6529,-81.4046,0,6,5,5,9
7031584119,1000,2,1.0,0,0,1,0,0,1,24.667,-81.5099,0,6,4,5,9
7040692102,1400,3,2.0,1,1,0,0,0,0,24.6695,-81.3416,0,6,5,5,9
7046089087,1100,3,2.0,1,1,1,0,0,1,24.6725,-81.34,0,6,5,5,9
7027701407,600,1,1.0,0,0,0,0,0,0,24.68,-81.362,0,0,2,5,9
7042010719,3000,3,2.0,0,0,0,0,0,1,24.6968,-81.084,0,6,5,5,9
7045209979,1200,1,1.0,0,0,1,0,0,0,24.7169,-81.0819,0,0,2,5,9
7027628728,1092,2,2.5,1,1,0,0,0,0,24.7193,-81.0642,0,11,5,2,9
7014041091,1400,3,2.0,0,0,1,0,0,0,24.7234,-81.0203,0,4,4,2,9
7035451544,550,1,1.0,0,0,1,0,0,0,24.7279,-81.0386,0,0,0,0,9
7024981482,500,0,1.0,0,0,0,0,0,1,24.7639,-80.9481,0,0,2,5,9
7045725252,1200,3,2.0,0,0,0,0,0,1,24.7673,-80.9188,0,6,5,5,9
7048319076,510,1,1.0,0,0,1,0,0,1,24.8306,-80.8049,0,10,0,5,9
7037638365,835,3,3.0,1,1,1,0,0,0,24.9233,-80.63,1,6,0,0,9
7048450289,1020,1,1.0,0,0,0,0,0,1,24.9629,-80.59,0,0,2,5,9
7042592930,1650,3,2.0,0,0,0,0,0,0,24.9801,-80.5543,0,6,5,5,9
7043167513,1272,2,2.0,1,0,0,1,0,0,24.9928,-80.5373,0,6,5,6,9
7040790975,896,2,2.0,1,1,1,0,0,1,25.0108,-80.5218,0,0,1,1,9
7048969515,770,2,1.0,0,0,1,0,0,0,25.0246,-80.4967,0,4,4,5,9
7034569782,950,2,1.0,0,0,0,0,0,1,25.0473,-80.4875,0,6,0,5,9
7046753013,1119,2,2.0,1,1,0,1,0,0,25.0752,-80.4607,0,0,5,5,9
7039406909,2000,2,1.0,0,0,1,0,0,0,25.0854,-80.4454,0,0,2,2,9
7045157282,1024,2,1.5,0,0,0,0,0,1,25.0967,-80.4364,0,11,2,5,9
7033674129,400,1,1.0,0,0,1,0,0,0,25.1001,-80.4378,0,0,2,5,9
7037316280,1120,3,2.0,0,0,1,0,0,0,25.1413,-80.3974,0,6,5,5,9
7027437330,2450,4,3.0,0,0,0,1,0,1,25.1443,-80.3958,0,6,5,2,9
7027271597,2677,4,3.0,1,1,1,0,0,0,25.1667,-80.3831,0,6,5,2,9
7049095324,826,2,2.0,0,0,1,0,0,0,25.2012,-80.3837,1,6,0,0,9
7044058290,1060,3,2.0,0,0,1,0,0,0,25.4482,-80.4688,0,0,5,0,9
7049961296,1501,3,3.0,1,1,1,0,0,0,25.4573,-80.4572,0,11,5,5,9
7049813203,155,1,1.0,0,1,1,0,0,0,25.5026,-80.366,1,0,0,5,9
7033259420,1710,3,2.0,0,0,1,0,0,0,25.5593,-80.3483,0,11,5,0,9
7050058871,1220,3,2.5,0,0,1,0,0,0,25.5968,-80.4046,0,11,5,2,9
7046905841,1300,2,1.5,0,0,0,0,0,1,25.6062,-80.3426,0,0,0,6,9
7039594965,879,1,1.0,1,1,1,0,0,0,25.6151,-80.4146,0,0,5,1,9
7042439516,1000,2,2.0,1,1,1,0,0,0,25.6385,-80.3901,0,0,5,1,9
7034583693,1140,2,2.0,0,0,1,0,0,0,25.6574,-80.3627,0,2,5,0,9
7049828743,1106,2,2.0,1,1,1,0,0,0,25.6615,-80.441,0,0,5,0,9
7050062603,648,1,1.0,0,0,1,0,0,0,25.6682,-80.2973,0,0,5,5,9
7049801424,685,1,1.0,1,1,1,0,0,0,25.6693,-80.4398,0,0,5,0,9
7045250301,1276,3,2.0,0,0,1,0,0,0,25.6694,-80.4085,0,11,5,3,9
7049886431,812,1,1.0,1,1,1,0,0,0,25.6812,-80.4675,0,0,5,0,9
7046005584,709,1,1.0,1,0,1,0,0,0,25.6838,-80.3328,0,0,2,5,9
7042557455,900,2,2.0,1,1,1,0,0,0,25.6886,-80.3123,0,0,5,1,9
7047020339,1300,2,2.0,0,0,1,0,0,1,25.6921,-80.1625,0,0,0,0,9
7039955051,1400,3,2.0,1,1,1,0,0,0,25.6942,-80.3095,0,0,5,1,9
7039954807,500,0,1.0,1,1,1,0,0,0,25.6942,-80.311,0,0,5,1,9
7048413385,1030,3,2.0,1,1,1,0,0,0,25.6964,-80.4401,0,2,5,0,9
7041842513,760,1,1.0,0,0,1,0,0,0,25.6992,-80.3618,0,0,0,0,9
7048401304,1130,2,2.0,1,1,1,0,0,0,25.7,-80.413,0,2,5,0,9
7034500434,980,2,2.0,0,0,1,0,0,0,25.7022,-80.2978,0,2,5,0,9
7049672290,1050,2,2.0,0,0,1,0,0,0,25.703,-80.4116,0,0,0,0,9
7041660785,1010,2,2.0,1,1,1,0,0,0,25.7061,-80.2908,0,0,5,1,9
7049882314,1187,3,2.0,0,0,1,0,0,0,25.7205,-80.2728,0,0,5,1,9
7039953694,620,0,1.0,1,1,1,0,0,0,25.7295,-80.2608,0,0,5,1,9
7046268839,750,1,1.0,1,0,1,0,0,0,25.7324,-80.2335,0,0,1,5,9
7035155005,1310,2,2.0,1,1,1,0,0,0,25.7327,-80.2603,0,0,5,1,9
7042334859,1200,2,2.0,1,1,1,0,0,0,25.7328,-80.2597,0,0,5,1,9
7049865784,1200,1,1.0,0,0,1,0,0,0,25.7343,-80.3588,1,0,2,0,9
7042515940,900,2,1.0,0,0,1,0,0,0,25.7378,-80.2248,0,2,1,0,9
7043549215,1050,2,2.0,0,0,1,0,0,0,25.7398,-80.2217,0,0,5,1,9
7042494091,1400,3,2.0,1,1,1,0,0,0,25.7461,-80.2381,0,0,5,1,9
7043743015,750,1,1.5,0,0,1,0,0,1,25.7481,-80.2545,0,0,0,0,9
7042504529,808,1,1.0,1,1,1,0,0,0,25.7485,-80.2544,0,0,5,1,9
7039870168,640,1,1.0,1,1,1,0,0,0,25.7505,-80.3659,0,0,5,1,9
7042339691,1000,2,2.0,1,1,1,0,0,0,25.7514,-80.3038,0,0,5,1,9
7039958853,300,0,1.0,0,0,0,0,0,0,25.7549,-80.3129,1,0,3,6,9
7043960406,750,1,1.0,0,0,0,0,0,0,25.7559,-80.2013,0,0,1,5,9
7048408181,1090,3,2.0,1,1,1,0,0,0,25.7574,-80.403,0,2,5,0,9
7042442983,1000,2,2.0,1,1,1,0,0,0,25.7575,-80.2548,0,0,5,1,9
7043739212,762,1,1.0,0,0,1,0,0,1,25.7583,-80.256,0,0,0,0,9
7042334285,1100,2,2.0,0,0,1,0,0,0,25.7594,-80.1971,0,2,5,1,9
7049941819,400,1,1.0,0,0,0,0,0,1,25.7598,-80.1894,0,0,5,0,9
7042339617,942,2,2.0,1,1,1,0,0,0,25.76,-80.1904,0,2,5,1,9
7047357198,1100,2,2.0,1,1,0,0,0,0,25.7601,-80.1902,0,2,5,1,9
7043560942,1300,3,2.5,0,0,1,0,0,0,25.7616,-80.1933,0,0,5,1,9
7033823825,410,1,1.0,1,1,1,0,0,0,25.7622,-80.2607,0,0,1,0,9
7049998750,1041,2,2.0,1,1,1,0,0,0,25.7628,-80.3611,0,0,0,0,9
7043486648,1400,2,2.0,0,0,1,0,0,0,25.7629,-80.1895,0,0,5,1,9
7047353575,1100,2,1.5,1,1,0,0,0,0,25.7631,-80.1926,0,2,5,1,9
7042434912,700,1,1.0,1,1,1,0,0,0,25.7633,-80.1971,0,0,5,1,9
7045197324,769,1,1.0,0,0,1,0,0,0,25.7635,-80.1932,0,0,0,0,9
7042440820,1500,2,2.5,1,1,1,0,0,0,25.7635,-80.1973,0,11,5,1,9
7049783004,1400,3,3.0,0,0,0,0,0,0,25.7639,-80.1923,0,2,5,1,9
7040821791,2100,3,3.5,1,1,1,0,0,0,25.7643,-80.1936,0,0,5,0,9
7043434891,648,1,1.0,0,0,1,0,0,1,25.7643,-80.1973,0,0,0,0,9
7049808827,1200,2,2.0,0,0,1,0,0,0,25.7644,-80.1952,0,2,5,1,9
7049808066,1400,2,2.5,1,1,0,0,0,0,25.7645,-80.1932,0,2,5,1,9
7042439966,730,1,1.0,0,0,1,0,0,0,25.7645,-80.1947,0,0,5,1,9
7040108334,1500,2,2.5,0,0,1,0,0,0,25.7652,-80.1909,0,0,5,1,9
7042508437,660,1,1.0,1,1,1,0,0,0,25.7653,-80.2265,0,0,5,1,9
7039911928,2200,3,3.0,0,0,1,0,0,1,25.7654,-80.1334,0,0,5,0,9
7042504868,1000,2,2.0,1,1,1,0,0,0,25.7654,-80.2267,0,0,5,1,9
7042265621,1511,3,3.0,1,1,1,0,0,0,25.7654,-80.2272,0,0,5,1,9
7049808501,975,1,2.0,1,1,0,0,0,0,25.7654,-80.1944,0,2,5,1,9
7048572198,700,1,1.0,1,1,1,0,0,0,25.7658,-80.1971,0,0,0,1,9
7046823781,1200,2,2.0,0,0,1,0,0,0,25.766,-80.1317,0,0,5,1,9
7046818805,12000,2,2.0,0,0,1,0,0,1,25.766,-80.1324,0,0,0,0,9
7033302312,1600,3,2.5,0,0,0,0,0,0,25.7664,-80.134,0,2,5,1,9
7049758455,675,0,1.0,1,1,1,0,0,0,25.7664,-80.2317,0,0,1,3,9
7043490736,1400,2,2.5,0,0,1,0,0,0,25.7664,-80.1933,0,0,5,1,9
7042576584,700,1,1.0,1,1,1,0,0,0,25.7665,-80.1936,0,0,5,1,9
7033318057,980,2,2.0,0,0,1,0,0,0,25.7665,-80.1962,0,2,5,1,9
7033226357,2100,3,3.5,1,1,0,0,0,0,25.7666,-80.1335,0,2,5,1,9
7049822652,2400,3,2.5,0,0,1,0,0,0,25.7668,-80.1357,0,2,5,1,9
7050006473,478,0,1.0,0,0,1,0,0,0,25.7668,-80.1852,0,0,5,0,9
7033267916,1800,3,3.5,0,0,0,0,0,0,25.7668,-80.1925,0,2,5,1,9
7039911277,2400,3,2.5,1,1,1,0,0,1,25.767,-80.1329,0,0,5,0,9
7050009255,1500,2,2.0,0,0,1,0,0,0,25.7671,-80.1332,0,0,0,1,9
7039912737,1600,2,2.5,0,0,1,0,0,0,25.7671,-80.1322,0,0,5,0,9
7049766557,880,1,1.0,1,1,0,0,0,0,25.7672,-80.2059,0,2,5,1,9
7049830990,1400,2,2.5,0,0,1,0,0,0,25.7674,-80.1928,0,2,5,1,9
7039913345,700,1,1.0,0,0,1,0,0,1,25.7677,-80.1319,0,0,5,0,9
7042335151,720,1,1.0,1,1,1,0,0,0,25.7677,-80.1887,0,2,5,1,9
7039916308,1800,3,2.5,1,1,1,0,0,1,25.7679,-80.1322,0,0,5,0,9
7040816505,1300,2,2.5,0,1,1,0,0,1,25.7679,-80.1958,0,0,5,0,9
7041787237,1000,2,2.0,0,0,1,0,0,0,25.768,-80.2714,0,2,5,0,9
7036965462,1400,3,3.0,1,1,0,0,0,0,25.7682,-80.1907,0,2,5,1,9
7037213855,1200,2,2.0,0,0,1,0,0,0,25.7683,-80.1902,0,0,5,1,9
7049807161,850,1,1.0,1,1,1,0,0,0,25.7683,-80.1924,0,2,5,1,9
7039915010,750,1,1.0,0,0,1,0,0,0,25.7685,-80.1314,0,0,0,0,9
7045188931,953,1,1.0,0,0,1,0,0,1,25.7686,-80.1901,0,0,0,0,9
7045294479,1100,2,2.0,0,0,1,0,0,0,25.7688,-80.1901,0,0,5,1,9
7043750484,603,2,1.0,0,0,1,0,0,1,25.7691,-80.2272,0,0,0,0,9
7050006961,1300,2,2.0,1,1,1,0,0,0,25.7694,-80.1336,0,0,0,0,9
7039840274,850,1,1.5,0,0,1,0,0,0,25.7694,-80.1322,0,0,0,0,9
7035953570,1100,2,2.0,0,0,1,0,0,1,25.77,-80.1331,0,0,5,1,9
7040599377,1600,3,2.5,0,0,1,0,0,0,25.7704,-80.1902,0,2,5,1,9
7044313939,900,2,2.0,1,1,1,0,0,0,25.7705,-80.132,0,0,5,0,9
7033226304,1400,2,2.5,1,1,0,0,0,1,25.7705,-80.1386,0,2,5,1,9
7039853487,700,2,1.0,0,0,1,0,0,1,25.7706,-80.1339,0,0,0,1,9
7033261977,800,1,1.5,0,0,0,0,0,1,25.7707,-80.1396,0,2,5,1,9
7034082177,728,1,1.0,0,1,0,0,0,0,25.7709,-80.2005,0,0,5,1,9
7046830070,1600,2,2.5,1,1,1,0,0,0,25.771,-80.1389,0,0,0,0,9
7039775355,950,2,2.0,0,0,1,0,0,1,25.7711,-80.1317,0,0,0,0,9
7046814198,2200,2,2.5,0,0,1,0,0,1,25.7714,-80.1332,0,0,5,0,9
7042545734,520,0,1.0,1,1,1,0,0,0,25.7715,-80.1888,0,0,5,1,9
7047436621,808,1,1.0,1,1,1,0,0,0,25.7717,-80.1883,0,0,5,7,9
7042508097,1100,2,2.0,1,1,1,0,0,0,25.772,-80.1917,0,0,5,1,9
7046065172,900,2,1.0,1,1,1,0,0,0,25.7723,-80.1326,0,0,0,0,9
7039759683,2300,2,2.5,1,1,1,0,0,0,25.7723,-80.132,0,0,5,0,9
7042499066,700,1,1.0,1,1,1,0,0,0,25.7727,-80.1909,0,0,5,1,9
7039623800,1357,3,2.0,1,1,1,0,0,0,25.7728,-80.187,0,2,5,1,9
7046053979,1100,2,2.0,1,1,1,0,0,0,25.7728,-80.132,0,0,0,0,9
7039008775,954,2,1.0,1,1,1,0,0,0,25.7731,-80.1908,0,2,5,1,9
7042581460,609,1,1.0,1,1,1,0,0,0,25.7735,-80.1873,0,0,5,0,9
7049882525,686,1,1.0,1,1,1,1,0,0,25.7735,-80.3572,0,0,0,4,9
7049771504,822,2,1.0,1,1,0,0,0,0,25.7738,-80.1914,0,2,5,3,9
7046062916,970,2,2.0,1,1,1,0,0,0,25.7739,-80.132,0,0,5,0,9
7050012835,1400,2,2.0,1,1,1,0,0,0,25.7742,-80.132,0,0,5,0,9
7035943422,500,0,1.0,1,1,1,0,0,0,25.7742,-80.1317,0,0,1,0,9
7046972550,500,1,1.0,1,1,1,0,0,0,25.7742,-80.1332,0,0,5,0,9
7050010410,1300,2,2.0,1,1,1,0,0,0,25.7747,-80.1332,0,0,5,0,9
7033951906,837,1,1.0,0,0,0,0,0,0,25.7751,-80.1882,0,2,5,1,9
7050000220,420,0,1.0,0,0,1,0,0,1,25.7751,-80.1361,0,0,0,0,9
7049793793,800,1,1.0,0,0,0,0,0,1,25.7753,-80.1408,0,2,5,1,9
7039869508,1010,2,2.0,1,1,1,0,0,0,25.7755,-80.1902,0,2,5,1,9
7049777516,1800,3,2.5,1,1,0,0,0,0,25.7755,-80.188,0,2,5,1,9
7039910336,550,1,1.0,1,1,1,0,0,0,25.7756,-80.1319,0,0,0,0,9
7036846791,940,2,2.0,0,0,0,0,0,0,25.7756,-80.1887,0,2,5,1,9
7049734731,874,1,1.0,1,1,0,1,0,0,25.7756,-80.2089,0,0,5,1,9
7046068298,750,2,1.0,1,1,1,0,0,0,25.7757,-80.1317,0,0,5,0,9
7046066754,950,2,1.5,1,1,1,0,0,0,25.7759,-80.1314,0,0,5,0,9
7044312010,600,1,1.0,1,1,1,0,0,0,25.7759,-80.1332,0,0,5,0,9
7046069690,710,2,1.0,1,1,1,0,0,0,25.7761,-80.1331,0,0,5,0,9
7042334224,728,1,1.0,1,1,1,0,0,0,25.7761,-80.3013,0,0,5,1,9
7049757394,900,2,2.0,1,1,0,1,0,0,25.7763,-80.2919,0,0,5,1,9
7045851398,650,0,1.0,1,1,1,0,0,0,25.7765,-80.1327,0,0,1,0,9
7037224095,800,1,1.0,0,0,1,0,0,0,25.7767,-80.1877,0,0,5,1,9
7046951567,500,1,1.0,0,0,1,0,0,1,25.7767,-80.1322,0,0,0,0,9
7046826597,950,1,2.0,0,0,1,0,0,1,25.7768,-80.1314,0,0,0,0,9
7039846470,1200,2,2.5,0,0,1,0,0,1,25.7768,-80.1322,0,0,5,0,9
7035938316,600,1,1.0,0,0,1,0,0,0,25.777,-80.1331,0,0,0,1,9
7049771872,1100,2,2.0,1,1,0,0,0,0,25.7778,-80.142,0,2,5,1,9
7045189346,406,0,1.0,0,0,1,0,0,1,25.7778,-80.1373,0,0,0,0,9
7039616602,1416,3,2.0,0,0,1,0,0,0,25.7778,-80.188,0,0,5,1,9
7041760557,650,1,1.0,1,1,1,0,0,0,25.7782,-80.1393,0,0,1,1,9
7036883822,700,1,1.0,1,1,1,0,0,0,25.7782,-80.1314,0,0,1,0,9
7044317203,1100,2,2.0,1,1,1,0,0,0,25.7788,-80.1405,0,0,0,0,9
7044313059,850,1,2.0,1,1,1,0,0,0,25.779,-80.1323,0,0,5,0,9
7039793643,450,0,1.0,1,1,1,0,0,0,25.7794,-80.1397,0,0,1,6,9
7042265345,1270,3,2.0,1,1,1,0,0,0,25.7796,-80.3449,0,0,5,1,9
7038431997,790,1,1.0,1,1,1,0,0,0,25.7796,-80.3517,0,0,5,1,9
7035931735,550,0,1.0,1,1,1,0,0,0,25.7798,-80.1332,0,0,1,0,9
7050054242,1361,3,2.0,0,0,1,1,0,0,25.7803,-80.1982,0,0,5,2,9
7049895344,852,1,1.0,0,0,1,0,0,0,25.7805,-80.1422,0,0,1,7,9
7038218777,1040,2,2.0,0,0,1,0,0,0,25.7806,-80.192,0,0,5,1,9
7041687663,1272,3,2.0,1,1,1,0,0,0,25.7808,-80.1919,0,0,5,1,9
7048601353,1300,2,2.0,0,0,1,0,0,0,25.7808,-80.1884,0,0,5,1,9
7046077312,750,1,1.0,1,1,1,0,0,0,25.781,-80.1411,0,0,5,7,9
7044315951,450,0,1.0,0,0,1,0,0,1,25.7812,-80.1339,0,0,5,0,9
7046976753,550,0,1.0,1,1,1,0,0,0,25.7813,-80.1329,0,0,1,0,9
7043494111,1145,1,2.0,0,0,1,0,0,0,25.7824,-80.1922,0,0,0,0,9
7049755713,1154,2,2.0,1,1,0,1,0,0,25.7825,-80.2341,0,0,5,1,9
7047010619,650,0,1.0,1,1,1,0,0,0,25.7829,-80.1327,0,0,0,0,9
7050094063,450,1,1.0,0,0,0,0,0,1,25.7836,-80.1352,0,0,1,6,9
7042435149,700,1,1.0,1,1,1,0,0,0,25.7838,-80.2129,0,0,5,1,9
7040605869,1350,2,2.0,0,0,1,0,0,0,25.7841,-80.19,0,2,5,1,9
7035948654,800,1,1.0,1,1,1,0,0,0,25.7842,-80.1423,0,0,1,1,9
7043608935,1200,2,2.5,1,1,0,0,0,0,25.7847,-80.1897,0,9,5,1,9
7042574774,2050,3,3.0,1,1,1,0,0,0,25.7849,-80.1895,0,2,5,1,9
7042509137,1057,2,2.0,1,1,1,0,0,0,25.7851,-80.227,0,0,5,1,9
7046075667,750,2,2.0,0,0,1,0,0,1,25.7852,-80.1329,0,0,0,0,9
7044343815,3800,4,4.5,0,0,1,0,0,0,25.7858,-80.1913,0,0,5,7,9
7035900103,1470,3,2.5,0,0,1,0,0,0,25.7864,-80.2042,0,0,5,5,9
7039765858,740,1,1.5,1,1,1,0,0,0,25.7866,-80.1399,0,0,5,0,9
7047543152,799,1,1.5,0,0,1,0,0,1,25.7867,-80.18,0,2,0,0,9
7043515927,1350,1,1.5,0,0,1,0,0,0,25.7869,-80.1295,0,0,0,1,9
7049881434,1338,2,2.0,1,1,1,0,0,0,25.787,-80.1435,0,2,5,1,9
7040064653,550,0,1.0,0,0,1,0,0,0,25.7873,-80.1564,0,0,2,1,9
7042440125,550,1,1.0,1,1,1,0,0,0,25.7876,-80.1388,0,0,5,6,9
7049776826,1400,1,2.0,0,0,0,0,0,1,25.7877,-80.1296,0,2,5,1,9
7039869697,800,1,1.0,1,1,1,0,0,0,25.7884,-80.194,0,0,5,1,9
7049793450,1900,3,3.0,0,0,0,0,0,1,25.7888,-80.1448,0,2,5,1,9
7039687038,835,2,1.0,1,1,1,0,0,0,25.7889,-80.2377,0,0,1,1,9
7041766337,1175,2,2.0,1,1,1,0,0,0,25.789,-80.1424,0,0,1,6,9
7042346663,850,1,1.0,1,1,1,0,0,0,25.789,-80.1427,0,0,5,6,9
7046079003,900,2,2.0,0,0,1,0,0,0,25.789,-80.1401,0,0,0,0,9
7041764059,750,1,1.0,1,1,1,0,0,0,25.789,-80.1426,0,0,1,1,9
7049998817,649,2,2.0,0,0,1,0,0,0,25.7891,-80.1354,0,0,0,0,9
7042148937,900,1,1.5,1,1,1,0,0,0,25.7897,-80.1862,0,2,1,1,9
7049831806,860,1,1.5,0,0,1,0,0,1,25.7901,-80.1853,0,2,2,7,9
7038909052,850,2,1.0,1,1,1,0,0,0,25.7904,-80.2392,0,0,1,1,9
7050060872,895,2,1.5,0,0,1,0,0,1,25.7904,-80.1344,0,2,1,1,9
7035679141,580,0,1.0,1,1,1,1,0,1,25.7906,-80.1283,0,0,1,7,9
7041250347,1490,3,2.5,0,0,1,0,0,0,25.7907,-80.13,0,0,5,1,9
7045198025,525,1,1.0,0,0,1,0,0,1,25.7907,-80.1294,0,0,0,0,9
7033228203,850,1,1.5,0,0,0,0,0,0,25.7908,-80.1465,0,2,5,1,9
7049766240,1050,2,2.0,1,1,0,0,0,0,25.7917,-80.1355,0,9,5,1,9
7049920510,1000,2,2.0,1,1,1,0,0,0,25.7917,-80.1425,0,0,1,3,9
7042527328,821,1,1.0,1,1,1,0,0,0,25.7921,-80.187,0,2,5,1,9
7042148091,600,1,1.0,1,1,1,0,0,0,25.7925,-80.1947,0,2,5,1,9
7039974762,503,0,1.0,1,1,1,0,0,0,25.7936,-80.1864,0,2,1,1,9
7040136578,1000,1,2.0,0,0,1,0,0,0,25.7936,-80.1866,0,0,5,1,9
7046833623,900,1,1.5,0,0,1,0,0,1,25.7945,-80.1281,0,0,0,0,9
7042334991,620,0,1.0,0,0,1,0,0,0,25.795,-80.1871,0,2,5,1,9
7049838626,854,1,2.0,0,0,1,0,0,1,25.7981,-80.1882,0,0,0,0,9
7049855486,1000,2,2.0,0,0,1,0,0,0,25.7982,-80.1886,0,0,5,2,9
7039953861,1275,3,2.0,1,1,1,0,0,0,25.7983,-80.1872,0,0,5,1,9
7043435961,960,1,1.0,0,0,1,0,0,1,25.7984,-80.128,0,0,0,0,9
7042153777,663,1,1.0,1,1,1,0,0,0,25.7992,-80.1864,0,2,5,1,9
7042508872,708,1,1.0,1,1,1,0,0,0,25.7997,-80.1992,0,0,5,7,9
7050024179,250,0,1.0,1,1,0,0,0,1,25.7998,-80.1422,0,2,1,6,9
7049827783,860,1,1.0,1,1,0,0,0,1,25.8002,-80.1267,0,2,1,1,9
7042147733,750,1,1.0,1,1,1,0,0,0,25.8009,-80.1894,0,0,5,1,9
7046922017,1100,1,2.0,0,0,1,0,0,1,25.8013,-80.1269,0,0,0,0,9
7033318567,1100,2,2.0,0,0,1,0,0,0,25.8034,-80.1869,0,2,5,1,9
7049823082,1015,2,2.0,0,0,1,0,0,0,25.8045,-80.1856,0,2,5,1,9
7041763977,1100,2,2.0,1,1,1,0,0,0,25.8064,-80.3344,0,0,5,1,9
7042334440,1029,2,2.0,1,1,1,0,0,0,25.8065,-80.1929,0,0,5,1,9
7046811364,1300,2,2.0,0,0,1,0,0,1,25.8067,-80.1248,0,0,0,0,9
7039609273,754,1,1.0,1,1,1,0,0,0,25.8068,-80.193,0,0,5,1,9
7039793907,538,0,1.0,1,1,1,0,0,0,25.8068,-80.1931,0,0,5,1,9
7042334138,1374,3,2.0,1,1,1,0,0,0,25.807,-80.1927,0,0,5,1,9
7036970775,1100,2,3.0,1,1,0,0,0,0,25.8076,-80.1929,0,9,5,1,9
7039870006,1226,2,2.0,1,1,1,0,0,0,25.8082,-80.1862,0,2,1,1,9
7038901346,850,1,1.0,1,1,1,0,0,0,25.8083,-80.1927,0,2,5,1,9
7042443502,2800,3,3.0,1,1,1,0,0,1,25.8098,-80.1923,0,2,5,1,9
7038903505,1800,3,3.0,1,1,1,0,0,0,25.8104,-80.1918,0,0,5,1,9
7033884073,760,1,1.5,1,1,0,0,0,0,25.8129,-80.1889,0,2,5,1,9
7042574357,700,1,1.0,1,1,1,0,0,0,25.8134,-80.1864,0,0,5,1,9
7049995541,350,0,1.0,0,0,1,0,0,0,25.8143,-80.2051,1,0,0,5,9
7049823422,700,1,1.0,0,0,0,0,0,0,25.8152,-80.1892,0,2,5,1,9
7049827115,900,2,1.0,1,1,1,0,0,0,25.8156,-80.1897,0,0,2,1,9
7042335090,1350,3,2.0,1,1,1,0,0,0,25.8156,-80.3596,0,0,5,1,9
7046821509,1600,2,2.0,0,0,1,0,0,1,25.8158,-80.125,0,0,0,0,9
